event_ticker|player|result|ts|price|yes_bid|yes_ask|msg_type|volume|open_interest|taker_side|close_ts|settlement_ts
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056905807|0.99|0.0|0.0|trade|130.0|0.0|yes|1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056905865|0.99|0.99|1.0|ticker|927912.72|516972.82||1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056911315|0.99|0.0|0.0|trade|81.36|0.0|no|1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056911315|0.99|0.99|1.0|ticker|928075.44|516972.82||1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056915552|0.99|0.99|1.0|ticker|928075.44|516972.82||1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056922569|0.99|0.0|1.0|ticker|928075.44|516972.82||1784056862000|1784056989842
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049600477|0.98|0.93|0.98|ticker|795386.56|497489.42||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049601538|0.98|0.93|0.98|ticker|795390.62|497493.48||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049601876|0.98|0.93|0.98|ticker|795390.62|497493.48||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049604248|0.98|0.93|0.98|ticker|795390.62|497493.48||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049606541|0.98|0.96|0.98|ticker|795390.62|497493.48||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049607495|0.98|0.97|0.98|ticker|795390.62|497493.48||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049607669|0.98|0.97|0.98|ticker|796409.6|498512.46||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049609583|0.98|0.97|0.98|ticker|796494.98|498597.84||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049610482|0.98|0.97|0.98|ticker|796494.98|498597.84||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049611175|0.97|0.97|0.98|ticker|796588.98|498503.84||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049612427|0.98|0.97|0.98|ticker|798606.98|500521.84||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049612843|0.97|0.97|0.98|ticker|798665.84|500462.98||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049614991|0.97|0.97|0.98|ticker|802584.92|496543.9||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049617530|0.97|0.97|0.98|ticker|802584.92|496543.9||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049619501|0.98|0.97|0.98|ticker|802586.24|496545.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049620024|0.97|0.97|0.98|ticker|802639.82|496491.64||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049621336|0.97|0.97|0.98|ticker|803360.1|495771.36||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049622640|0.98|0.97|0.98|ticker|803860.68|496271.94||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049624464|0.97|0.97|0.98|ticker|803985.4|496147.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049625559|0.98|0.97|0.98|ticker|804169.82|496331.64||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049625905|0.98|0.97|0.98|ticker|808243.7|500405.52||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049627239|0.98|0.97|0.98|ticker|809282.68|501444.5||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049627793|0.97|0.97|0.98|ticker|809532.16|501195.02||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049630492|0.97|0.97|0.98|ticker|810898.56|499828.62||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049631013|0.98|0.97|0.98|ticker|810908.56|499838.62||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049632060|0.98|0.97|0.98|ticker|810908.56|499838.62||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049633536|0.97|0.97|0.98|ticker|811528.24|500458.3||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049634557|0.98|0.95|0.98|ticker|812274.66|500478.72||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049635015|0.98|0.95|0.98|ticker|812293.72|500497.78||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049636494|0.98|0.95|0.97|ticker|812293.72|500497.78||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049637487|0.97|0.94|0.97|ticker|813621.22|501755.76||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049638524|0.97|0.95|0.96|ticker|813621.22|501755.76||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049638861|0.97|0.95|0.96|ticker|813621.22|501755.76||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049641511|0.96|0.95|0.96|ticker|815057.22|501755.76||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049642566|0.96|0.95|0.96|ticker|815514.26|501755.76||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049644361|0.96|0.95|0.96|ticker|816108.04|501369.72||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049645427|0.96|0.95|0.96|ticker|816148.12|501369.72||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049646317|0.96|0.95|0.96|ticker|816148.12|501369.72||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049648407|0.96|0.95|0.96|ticker|816210.44|501432.04||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049651463|0.96|0.95|0.96|ticker|816359.7|501283.62||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049653540|0.96|0.95|0.96|ticker|816390.46|501314.38||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049653930|0.96|0.95|0.96|ticker|816390.46|501314.38||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049654932|0.96|0.95|0.96|ticker|816390.46|501314.38||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049655955|0.96|0.93|0.98|ticker|816390.46|501314.38||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049657284|0.96|0.95|0.98|ticker|816390.46|501314.38||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049659270|0.98|0.95|0.97|ticker|816492.34|501343.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049660556|0.95|0.95|0.97|ticker|816658.34|501181.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049661011|0.97|0.95|0.97|ticker|816658.44|501181.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049661671|0.95|0.95|0.97|ticker|817104.44|500735.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049663497|0.97|0.95|0.97|ticker|817106.48|500735.22||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049664222|0.97|0.93|0.97|ticker|817106.52|500735.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049665400|0.97|0.93|0.97|ticker|817106.52|500735.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049665690|0.97|0.93|0.97|ticker|817106.52|500735.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049666664|0.97|0.93|0.98|ticker|817196.52|500825.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049668312|0.98|0.98|0.99|ticker|817353.48|500825.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049669425|0.99|0.99|1.0|ticker|824673.88|505845.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049670558|0.99|0.99|1.0|ticker|824673.88|505845.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049672984|0.99|0.99|1.0|ticker|825400.0|505845.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049674537|0.99|0.99|1.0|ticker|825441.52|505845.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049675515|0.99|0.99|1.0|ticker|825682.26|505845.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049675586|0.99|0.99|1.0|ticker|825682.26|505845.26||1784049900000|1784050019495
KXWTAMATCH-26JUL14UDVROM|Udvardy vs Romero Gormaz|Panna Udvardy|yes|1784049678531|0.99|0.99|1.0|ticker|826070.26|505845.26||1784049900000|1784050019495
